INFO 2024-08-13 14:38:53,714 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-13 14:40:05,083 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\MySQLdb\_exceptions.py first seen with mtime 1720455718.9444096
DEBUG 2024-08-13 14:40:05,083 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\cffi\api.py first seen with mtime 1705540977.3206134
DEBUG 2024-08-13 14:40:05,083 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1720454814.4077678
DEBUG 2024-08-13 14:40:05,083 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\servers\__init__.py first seen with mtime 1720454814.2109816
DEBUG 2024-08-13 14:40:05,084 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\gb2312freq.py first seen with mtime 1721530435.8290737
DEBUG 2024-08-13 14:40:05,084 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1720454814.2239475
DEBUG 2024-08-13 14:40:05,084 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1720454810.8038282
DEBUG 2024-08-13 14:40:05,084 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\tax_id.py first seen with mtime 1721530437.9439902
DEBUG 2024-08-13 14:40:05,085 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\topup.py first seen with mtime 1721530437.9464912
DEBUG 2024-08-13 14:40:05,085 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\schema.py first seen with mtime 1720454814.2413
DEBUG 2024-08-13 14:40:05,085 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\_parseaddr.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,085 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_common.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,086 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1720454814.3287444
DEBUG 2024-08-13 14:40:05,086 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\big5prober.py first seen with mtime 1721530435.8179603
DEBUG 2024-08-13 14:40:05,086 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\__init__.py first seen with mtime 1720454814.3469267
DEBUG 2024-08-13 14:40:05,086 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django_celery_results\utils.py first seen with mtime 1722452911.1132069
DEBUG 2024-08-13 14:40:05,087 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\event.py first seen with mtime 1721530437.9181707
DEBUG 2024-08-13 14:40:05,087 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\csv.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,087 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_itertools.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,087 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\threading.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:40:05,087 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\views\generic\base.py first seen with mtime 1720454814.752318
DEBUG 2024-08-13 14:40:05,088 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,088 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_asyncio.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:40:05,088 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\corsheaders\checks.py first seen with mtime 1721266422.5586505
DEBUG 2024-08-13 14:40:05,088 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\html\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,088 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\packages.py first seen with mtime 1721530436.9433317
DEBUG 2024-08-13 14:40:05,089 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\exceptions.py first seen with mtime 1721530436.9407263
DEBUG 2024-08-13 14:40:05,089 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django_celery_results\apps.py first seen with mtime 1722452911.1040852
DEBUG 2024-08-13 14:40:05,089 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\tax_code.py first seen with mtime 1721530437.9439902
DEBUG 2024-08-13 14:40:05,089 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\enums.py first seen with mtime 1720454814.355158
DEBUG 2024-08-13 14:40:05,090 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\mysql\features.py first seen with mtime 1720454814.2559643
DEBUG 2024-08-13 14:40:05,090 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_lzma.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:40:05,090 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\forms\renderers.py first seen with mtime 1720454814.4233027
DEBUG 2024-08-13 14:40:05,090 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\shortcuts.py first seen with mtime 1720454807.9786882
DEBUG 2024-08-13 14:40:05,091 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\charsetprober.py first seen with mtime 1721530435.820467
DEBUG 2024-08-13 14:40:05,091 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\utils\abstract.py first seen with mtime 1722452316.1195369
DEBUG 2024-08-13 14:40:05,091 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\_state.py first seen with mtime 1722452316.044644
DEBUG 2024-08-13 14:40:05,092 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\langhebrewmodel.py first seen with mtime 1721530435.836578
DEBUG 2024-08-13 14:40:05,092 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1720454814.6399834
DEBUG 2024-08-13 14:40:05,092 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1720454814.711943
DEBUG 2024-08-13 14:40:05,093 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\sql.py first seen with mtime 1720454806.95467
DEBUG 2024-08-13 14:40:05,093 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\escsm.py first seen with mtime 1721530435.8249922
DEBUG 2024-08-13 14:40:05,093 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\identity\verification_session.py first seen with mtime 1721530437.967364
DEBUG 2024-08-13 14:40:05,094 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\enum.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,094 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,094 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\locks.py first seen with mtime 1720454814.0919344
DEBUG 2024-08-13 14:40:05,094 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\loader.py first seen with mtime 1705540953.0738456
DEBUG 2024-08-13 14:40:05,096 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1720454814.3567734
DEBUG 2024-08-13 14:40:05,096 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1720454814.6758182
DEBUG 2024-08-13 14:40:05,096 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\wait.py first seen with mtime 1721530433.6475346
DEBUG 2024-08-13 14:40:05,096 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1720454806.95467
DEBUG 2024-08-13 14:40:05,096 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\request.py first seen with mtime 1721530433.6363256
DEBUG 2024-08-13 14:40:05,096 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\translation\reloader.py first seen with mtime 1720454814.7240114
DEBUG 2024-08-13 14:40:05,097 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\sbcsgroupprober.py first seen with mtime 1721530435.8459377
DEBUG 2024-08-13 14:40:05,097 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\payment_method.py first seen with mtime 1721530437.9298754
DEBUG 2024-08-13 14:40:05,097 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\webhook_endpoint.py first seen with mtime 1721530437.9474816
DEBUG 2024-08-13 14:40:05,097 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\scanner.py first seen with mtime 1705540953.0803223
DEBUG 2024-08-13 14:40:05,098 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\fields\generated.py first seen with mtime 1720454814.36079
DEBUG 2024-08-13 14:40:05,098 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,098 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\reduction.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,098 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\ddl_references.py first seen with mtime 1720454814.2203796
DEBUG 2024-08-13 14:40:05,099 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\multipart_data_generator.py first seen with mtime 1721530437.892156
DEBUG 2024-08-13 14:40:05,099 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\__init__.py first seen with mtime 1721530437.8891535
DEBUG 2024-08-13 14:40:05,099 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\token.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:40:05,099 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\dateutil\parser\isoparser.py first seen with mtime 1705540973.2342138
DEBUG 2024-08-13 14:40:05,099 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\__init__.py first seen with mtime 1720454807.9991453
DEBUG 2024-08-13 14:40:05,100 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\exchange_rate.py first seen with mtime 1721530437.9192655
DEBUG 2024-08-13 14:40:05,100 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\representer.py first seen with mtime 1705540953.0783215
DEBUG 2024-08-13 14:40:05,100 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\resolver.py first seen with mtime 1705540953.0793233
DEBUG 2024-08-13 14:40:05,100 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\utils\functional.py first seen with mtime 1722452314.692798
DEBUG 2024-08-13 14:40:05,101 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\version.py first seen with mtime 1721530435.8485982
DEBUG 2024-08-13 14:40:05,101 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\account.py first seen with mtime 1721530437.9021552
DEBUG 2024-08-13 14:40:05,102 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\celery_app.py first seen with mtime 1722456213.1937485
DEBUG 2024-08-13 14:40:05,102 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\validation.py first seen with mtime 1720454814.2413
DEBUG 2024-08-13 14:40:05,102 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\tax_rate.py first seen with mtime 1721530437.9439902
DEBUG 2024-08-13 14:40:05,103 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\treasury\inbound_transfer.py first seen with mtime 1721530437.993646
DEBUG 2024-08-13 14:40:05,103 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,103 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\models.py first seen with mtime 1720454813.2047215
DEBUG 2024-08-13 14:40:05,103 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\abstract\custom_method.py first seen with mtime 1721530437.9517386
DEBUG 2024-08-13 14:40:05,103 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\deletion.py first seen with mtime 1720454814.3536365
DEBUG 2024-08-13 14:40:05,103 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\staticfiles\checks.py first seen with mtime 1720454814.0169077
DEBUG 2024-08-13 14:40:05,104 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\signals.py first seen with mtime 1720454814.0447953
DEBUG 2024-08-13 14:40:05,104 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1720454810.8038282
DEBUG 2024-08-13 14:40:05,104 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1720454814.1986568
DEBUG 2024-08-13 14:40:05,104 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1720454814.6482325
DEBUG 2024-08-13 14:40:05,104 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\greenlet\__init__.py first seen with mtime 1722456482.560171
DEBUG 2024-08-13 14:40:05,105 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\http\cookies.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,105 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\staticfiles\views.py first seen with mtime 1720454814.0301907
DEBUG 2024-08-13 14:40:05,105 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\quote.py first seen with mtime 1721530437.9339602
DEBUG 2024-08-13 14:40:05,105 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\billiard\compat.py first seen with mtime 1722452313.5598657
DEBUG 2024-08-13 14:40:05,106 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\treasury\received_debit.py first seen with mtime 1721530437.9975834
